"mpID","Continent","Subdivison","Country","System","Waterbody","Zone Area","Tidal Zone","Test Area","Sample Time","Sediment Sample Method","Sediment Depth (cm)","Extract Sediment Wt","Extract Method","Extract Chemical","Extract Oxidizer","No. of Extracts","Inspection","mp range (µm)","mp/kg dw","MP Unit","Dominant Shapes","Dominant Size","Colors","Polymers","N","MP Stat","Notes","Data Obtained From","Abbrev. Reference","DOI"
"1055","Asia","","China","Marine","South China Sea","Nearshore","Subtidal","S04","2018 Nov","Core","14-16 cm","(N/R) dry, freeze","1-density separated, 2-centrifuged, 3-density separated","sodium chloride, sodium iodide (1.2, 1.74 g/ml)","(none)","2x","Visual inspection & Raman","99999-5000","155.7","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene terephthalate, polypropylene, polyurethane","1","Single","MP shapes and minimum detection size N/R","interp_graph; Figure S-2-S04","Chen et al. 2020. Forty-year pollution history ...","https://dx.doi.org/10.7185/geochemlet.2012"
"1059","Asia","","China","Marine","South China Sea","Nearshore","Subtidal","S04","2018 Nov","Core","6-8 cm","(N/R) dry, freeze","1-density separated, 2-centrifuged, 3-density separated","sodium chloride, sodium iodide (1.2, 1.74 g/ml)","(none)","2x","Visual inspection & Raman","99999-5000","295.1","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polypropylene, polyethylene terephthalate, polystyrene","1","Single","MP shapes and minimum detection size N/R","interp_graph; Figure S-2-S04","Chen et al. 2020. Forty-year pollution history ...","https://dx.doi.org/10.7185/geochemlet.2012"
"885","Asia","Anhui","China","Lakes","Shaying River","Limnetic","(N/A)","Downstream of dam","Aug 2020-Jan 2021","Van Veen grab","0-15 cm","200 g dry","1-density separated, 2-density separated, 3-oxidized","sodium chloride, zinc chloride (N/R, 1.5 g/ml)","NaOH","3x","Visual inspection & FTIR","40-5000","248.4","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, brown, gray","polypropylene, polyethylene, polycarbonate","3","Mean","","table_text; Page 4-5","Shen et al. 2023. Damming has changed the migra...","https://dx.doi.org/10.1016/j.jhazmat.2022.130067"
"884","Asia","Anhui","China","Lakes","Shaying River","Limnetic","(N/A)","Reservoir","Aug 2020-Jan 2021","Van Veen grab","0-15 cm","200 g dry","1-density separated, 2-density separated, 3-oxidized","sodium chloride, zinc chloride (N/R, 1.5 g/ml)","NaOH","3x","Visual inspection & FTIR","40-5000","421.4","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, brown, gray","polypropylene, polyethylene, polycarbonate","3","Mean","","table_text; Page 4-5","Shen et al. 2023. Damming has changed the migra...","https://dx.doi.org/10.1016/j.jhazmat.2022.130067"
"883","Asia","Anhui","China","Lakes","Shaying River","Limnetic","(N/A)","Upstream of dam","Aug 2020-Jan 2021","Van Veen grab","0-15 cm","200 g dry","1-density separated, 2-density separated, 3-oxidized","sodium chloride, zinc chloride (N/R, 1.5 g/ml)","NaOH","3x","Visual inspection & FTIR","40-5000","303.8","microplastic/kg sediment dry wt.","fbr, frgmnt","<1 mm","black, brown, gray","polypropylene, polyethylene, polycarbonate","3","Mean","","table_text; Page 4-5","Shen et al. 2023. Damming has changed the migra...","https://dx.doi.org/10.1016/j.jhazmat.2022.130067"
"877","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.13","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","5000","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"876","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.12","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","6330","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"875","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.11","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","4830","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"874","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.10","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","7000","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"873","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.9","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","3500","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"872","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.8","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","7440","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"871","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.7","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","6330","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"870","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.6","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","7330","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"869","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.5","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","7000","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"868","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.4","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","8160","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"867","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.3","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","4000","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"866","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.2","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","7330","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"865","Asia","Dhaka","Bangladesh","Riverine","Buriganga River","Bottom","(N/A)","S.1","(N/R)","stainless steel scoop","0-15 cm","3 g dry","1-oxidized, 2-density separated w/NaCl, 3-density separated w/ZnCl2","sodium chloride, zinc chloride (1.2, 1.7 g/ml)","hydrogen peroxide","2x","Visual inspection & FTIR","10-5000","7890","microplastic/kg sediment dry wt.","frgmnt, fbr, fm","<1 mm","blue, red, transparent, green, black, pink","Acrylonitrile butadiene styrene, polyethylene terephthalate, high-density polyethylene, Nylon","1","Single","","table_text; Page 5","Haque et al. 2023. Assessment of microplastics ...","https://dx.doi.org/10.1016/j.scitotenv.2022.159344"
"328","Asia","Fujian","China","Estuarine","Jiulong River Estuary","Tidal Riverine","Subtidal","J1","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","226","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, J1","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"333","Asia","Fujian","China","Estuarine","Jiulong River Estuary","Tidal Riverine","Subtidal","J12","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","300","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, J12","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"334","Asia","Fujian","China","Estuarine","Western Harbor","Tidal Riverine","Harbor/Port","X3","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","178","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, X3","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"335","Asia","Fujian","China","Estuarine","Western Harbor","Tidal Riverine","Harbor/Port","X12","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","330","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, X12","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"331","Asia","Fujian","China","Estuarine","Jiulong River Estuary","Tidal Riverine","Subtidal","J4","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","128","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, J4","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"330","Asia","Fujian","China","Estuarine","Jiulong River Estuary","Tidal Riverine","Subtidal","J3","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","132","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, J3","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"332","Asia","Fujian","China","Estuarine","Jiulong River Estuary","Tidal Riverine","Subtidal","J5","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","76","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, J5","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"329","Asia","Fujian","China","Estuarine","Jiulong River Estuary","Tidal Riverine","Subtidal","J2","2017 Mar","box grab","0-5 cm","500 g dry","1-density separated, 3-sieved, 4-oxidized, 5-density separated","sodium chloride, zinc chloride (1.2, 1.5 g/ml)","hydrogen peroxide","1x","Visual inspection & FTIR","330-5000","78","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","colored, black, translucent, white","polypropylene, polyester, poly (propylene:ethylene), cellophane","1","Single","","table_text; Table S6, J2","Tang et al. 2018. Microplastics and polycyclic ...","https://doi.org/10.1016/j.scitotenv.2018.03.336"
"218","Asia","Guangdong","China","Riverine","Beijiang River","Bank","(N/A)","Shijiao","2015 Mar","stainless steel shovel","0-2 cm","30 g dry","1-density separated, 2-ultrasonic bath","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","1-5000","333","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene, polypropylene, copolymer","3","Mean","","table_text; Table 1","Wang et al. 2017. Microplastics in the surface ...","https://doi.org/10.1016/j.chemosphere.2016.12.074"
"217","Asia","Guangdong","China","Riverine","Beijiang River","Bank","(N/A)","Dayankeng","2015 Mar","stainless steel shovel","0-2 cm","30 g dry","1-density separated, 2-ultrasonic bath","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","1-5000","544","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene, polypropylene, copolymer","3","Mean","","table_text; Table 1","Wang et al. 2017. Microplastics in the surface ...","https://doi.org/10.1016/j.chemosphere.2016.12.074"
"216","Asia","Guangdong","China","Riverine","Beijiang River","Bank","(N/A)","Qingyuandaqiao","2015 Mar","stainless steel shovel","0-2 cm","30 g dry","1-density separated, 2-ultrasonic bath","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","1-5000","178","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene, polypropylene, copolymer","3","Mean","","table_text; Table 1","Wang et al. 2017. Microplastics in the surface ...","https://doi.org/10.1016/j.chemosphere.2016.12.074"
"215","Asia","Guangdong","China","Riverine","Beijiang River","Bank","(N/A)","Baimiao","2015 Mar","stainless steel shovel","0-2 cm","30 g dry","1-density separated, 2-ultrasonic bath","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","1-5000","222","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene, polypropylene, copolymer","3","Mean","","table_text; Table 1","Wang et al. 2017. Microplastics in the surface ...","https://doi.org/10.1016/j.chemosphere.2016.12.074"
"214","Asia","Guangdong","China","Riverine","Beijiang River","Bank","(N/A)","Feilaixia","2015 Mar","stainless steel shovel","0-2 cm","30 g dry","1-density separated, 2-ultrasonic bath","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","1-5000","356","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene, polypropylene, copolymer","3","Mean","","table_text; Table 1","Wang et al. 2017. Microplastics in the surface ...","https://doi.org/10.1016/j.chemosphere.2016.12.074"
"213","Asia","Guangdong","China","Riverine","Beijiang River","Bank","(N/A)","Jiangkou","2015 Mar","stainless steel shovel","0-2 cm","30 g dry","1-density separated, 2-ultrasonic bath","sodium chloride (1.2 g/ml)","(none)","1x","Visual inspection & FTIR","1-5000","278","microplastic/kg sediment dry wt.","(N/R)","(N/R)","(N/R)","polyethylene, polypropylene, copolymer","3","Mean","","table_text; Table 1","Wang et al. 2017. Microplastics in the surface ...","https://doi.org/10.1016/j.chemosphere.2016.12.074"
