sample_id,Continent,Country,region,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,log_concentration,Size_class,Standardized_Shapes,Dominant_Size,dominant_color,source,environment_type,location,concentration_level
DOER_1156,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,46.6,1.677606952720493,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1170,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,574.9,2.7603470785299065,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",Medium
DOER_1184,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,170.9,2.2352758766870524,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",Medium
DOER_1168,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,473.9,2.676602169582018,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",Medium
DOER_1167,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,675.9,2.8305245140972586,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",Medium
DOER_1166,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,807.9,2.907894835416283,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",Medium
DOER_1165,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,2377.2,3.3762483747755168,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",High
DOER_1164,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,42.2,1.6354837468149122,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1163,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,37.3,1.5831987739686226,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1162,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,27.0,1.4471580313422192,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1161,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,20.1,1.3242824552976926,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1160,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,49.1,1.6998377258672457,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1159,North America,United States,North America,Estuarine,Bay Champagne,Coastal,Subtidal,BC-C,,,20.1,1.3242824552976926,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"BC-C, United States",Low
DOER_1171,North America,United States,North America,Estuarine,Little Lake,Coastal,Subtidal,LLSWMA-4,,,730.3,2.8640955734242475,microplastics,"fiber, foil, fragment",<1 mm,unknown,DOER Database,Estuary,"LLSWMA-4, United States",Medium
DOER_592,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Wickford Harbor-Station 6,,,536.0,2.7299742856995555,mesoplastics,"fiber, fragment, pellet",<0.5 mm,unknown,DOER Database,Estuary,"Wickford Harbor-Station 6, United States",Medium
DOER_591,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Hope Island-Station 5,,,320.0,2.506505032404872,mesoplastics,"fiber, foam, fragment",<0.5 mm,unknown,DOER Database,Estuary,"Hope Island-Station 5, United States",Medium
DOER_590,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Arnold Point-Station 4,,,36836032.0,7.566272853365853,mesoplastics,fiber,<0.5 mm,unknown,DOER Database,Estuary,"Arnold Point-Station 4, United States",Very High
DOER_589,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Rocky Point-Station 3,,,2344.0,3.370142847051102,mesoplastics,"fiber, fragment, pellet",<0.5 mm,unknown,DOER Database,Estuary,"Rocky Point-Station 3, United States",High
DOER_588,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Conimicut Point Beach-Station 2,,,2152.0,3.3330440298234874,mesoplastics,"fiber, fragment",<0.5 mm,unknown,DOER Database,Estuary,"Conimicut Point Beach-Station 2, United States",High
DOER_587,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Fields Point-Station 1,,,360.0,2.5575072019056577,mesoplastics,"fiber, foam, fragment",<0.5 mm,unknown,DOER Database,Estuary,"Fields Point-Station 1, United States",Medium
DOER_1194,North America,United States,North America,Estuarine,Narragansett Bay,Coastal,Subtidal,Fort Adams State Park-Station 7,,,1512.0,3.179838928023187,mesoplastics,"fiber, fragment",<0.5 mm,unknown,DOER Database,Estuary,"Fort Adams State Park-Station 7, United States",High
DOER_519,Oceania,Australia,Oceania,Estuarine,Multiple estuaries,Coastal,Subtidal,estuaries,,,79.1,1.9036325160842376,microplastics,fiber,<1 mm,unknown,DOER Database,Estuary,"estuaries, Australia",Low
Longmen_2018-04-27_A_1.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_2.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_3.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,2.3856858846918487,0.5296466629066736,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_4.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,1.64446637066272,0.42233804852328627,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_5.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,4.025440785766041,0.7011741601085197,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_6.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_7.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,3.3752425955615566,0.6410021384995335,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_8.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,1.716001716001716,0.4339300400008944,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_9.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,11.141174598121918,1.084260704598065,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,13.21722904680454,1.152814960180829,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,25.112244121451948,1.4168441972799521,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,18.90645088104061,1.298993836613235,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,2.2404779686333085,0.5106090731172029,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,10.476689366160292,1.0598166269674456,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,14.453187730849525,1.189018080596928,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,16.390755613833797,1.240318452145855,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_17.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,10.568962480183194,1.0632944125960526,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_18.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,6.440334897414664,0.8715924840439763,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_19.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,5.869036639557306,0.8368958329167043,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_20.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,0.8884150675195451,0.27609745697553184,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_21.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,0.7742335088262621,0.24901077723245096,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_22.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_23.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-04-27,16.98551761129984,1.2549229410422988,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_A_24.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-04-27,1.7281603732826407,0.4358698964772973,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_A_25.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_1.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,2.4230676035861403,0.534415476284969,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_2.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_3.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,1.5493066852583468,0.40642208486255205,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_4.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,2.965159377316531,0.5982606482231128,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_5.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,7.727975270479134,0.9409135070681788,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_6.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,1.4986886474334957,0.3977121436311454,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_7.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,3.703978072449811,0.6724652886130982,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_8.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,3.8281907970293245,0.6837844239066154,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_9.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,9.374467359809103,1.015965808648336,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,8.710801393728223,0.9872550719793118,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,14.599961066770486,1.193123514475754,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_B_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,20.3921568627451,1.3302545744904055,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_B_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,20.761741122565866,1.3376936396324053,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_B_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,26.90238278247502,1.4456412923450495,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_B_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-04-27,3.9286556140488726,0.6927284732280731,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,10.500262506562665,1.0607077537319134,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_B_17.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,10.268857356235996,1.0518798815261599,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-04-27_B_18.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,1.8601190476190474,0.4563841102787013,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_19.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_20.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,0.7986582541330565,0.2549486550392092,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_21.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,1.5467904098994587,0.40599320583151377,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_22.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-04-27,4.00737356736395,0.6996099924759743,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_23.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-04-27,2.351281448389372,0.5252109024248446,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_24.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-04-27,0.9695559433779328,0.2943683210452778,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_B_25.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_1.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,0.8543357539513028,0.2681883721420755,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_2.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_3.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-04-27,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_4.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,1.6747613465081224,0.42728503849992616,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_5.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,2.8153153153153156,0.5815304358800684,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_6.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,0.8327781479013991,0.26310989814641317,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_7.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,0.8249463784853985,0.2612501083157689,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_8.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,3.862495171881035,0.6868591831098123,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_9.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,7.730364873222017,0.9410323948070032,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,4.718093890068412,0.7572512821174314,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-04-27_C_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-04-27,24.71169686985173,1.4101307392992193,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
